626,14,90,7,2,,+00001216.0000,+00053.0000,+000000064448.00
627,9,90,7,2,,+00001216.0000,-00053.0000,-000000064448.00
628,20,38,14,1,,+00001095.0000,+00133.0000,+000000145635.00
629,9,94,13,1,,+00001196.0000,+00108.0000,+000000129168.00
630,15,1,1,1,,+00001339.0000,+00137.0000,+000000183443.00
631,20,62,2,2,,+00000931.0000,+00100.0000,+000000093100.00
632,20,62,2,2,,+00000931.0000,-00100.0000,-000000093100.00
633,12,37,12,2,,+00000888.0000,+00084.0000,+000000074592.00
634,14,37,12,2,,+00000888.0000,-00084.0000,-000000074592.00
635,15,59,10,3,,+00000527.0000,+00094.0000,+000000049538.00
636,11,54,20,3,,+00001128.0000,+00105.0000,+000000118440.00
637,16,94,19,3,,+00001483.0000,+00054.0000,+000000080082.00
638,17,66,13,2,,+00001180.0000,+00082.0000,+000000096760.00
639,14,66,13,2,,+00001180.0000,-00082.0000,-000000096760.00
640,12,96,15,3,,+00001451.0000,+00123.0000,+000000178473.00
641,3,86,16,1,,+00000741.0000,+00052.0000,+000000038532.00
642,20,39,10,3,,+00000642.0000,+00134.0000,+000000086028.00
643,4,18,20,1,,+00000576.0000,+00082.0000,+000000047232.00
644,17,60,12,1,,+00000867.0000,+00098.0000,+000000084966.00
645,2,11,17,1,,+00000649.0000,+00098.0000,+000000063602.00
646,13,52,14,2,,+00000518.0000,+00099.0000,+000000051282.00
647,11,52,14,2,,+00000518.0000,-00099.0000,-000000051282.00
648,15,97,19,1,,+00000545.0000,+00062.0000,+000000033790.00
649,16,41,6,3,,+00000557.0000,+00147.0000,+000000081879.00
650,5,79,19,2,,+00000671.0000,+00073.0000,+000000048983.00
651,6,79,19,2,,+00000671.0000,-00073.0000,-000000048983.00
652,6,45,20,1,,+00000548.0000,+00123.0000,+000000067404.00
653,19,63,1,3,,+00001082.0000,+00142.0000,+000000153644.00
654,15,83,15,1,,+00001126.0000,+00115.0000,+000000129490.00
655,7,44,15,1,,+00001254.0000,+00101.0000,+000000126654.00
656,3,32,17,3,,+00000617.0000,+00097.0000,+000000059849.00
657,12,1,6,2,,+00001036.0000,+00057.0000,+000000059052.00
658,19,1,6,2,,+00001036.0000,-00057.0000,-000000059052.00
659,20,21,20,2,,+00000746.0000,+00089.0000,+000000066394.00
660,11,21,20,2,,+00000746.0000,-00089.0000,-000000066394.00
661,16,31,18,1,,+00001341.0000,+00105.0000,+000000140805.00
662,15,83,18,2,,+00001224.0000,+00075.0000,+000000091800.00
663,20,83,18,2,,+00001224.0000,-00075.0000,-000000091800.00
664,12,53,15,2,,+00000802.0000,+00134.0000,+000000107468.00
665,5,53,15,2,,+00000802.0000,-00134.0000,-000000107468.00
666,15,91,19,1,,+00001409.0000,+00131.0000,+000000184579.00
667,14,102,20,1,,+00000518.0000,+00060.0000,+000000031080.00
668,7,102,16,1,,+00000676.0000,+00059.0000,+000000039884.00
669,5,33,17,1,,+00000888.0000,+00087.0000,+000000077256.00
670,10,36,7,1,,+00000513.0000,+00083.0000,+000000042579.00
671,3,52,6,3,,+00001235.0000,+00057.0000,+000000070395.00
672,16,6,6,1,,+00001451.0000,+00133.0000,+000000192983.00
673,14,72,14,3,,+00000995.0000,+00058.0000,+000000057710.00
674,18,80,12,1,,+00000862.0000,+00121.0000,+000000104302.00
675,18,57,17,2,,+00000603.0000,+00120.0000,+000000072360.00
676,15,57,17,2,,+00000603.0000,-00120.0000,-000000072360.00
677,7,79,18,3,,+00000606.0000,+00115.0000,+000000069690.00
678,9,18,19,2,,+00000980.0000,+00094.0000,+000000092120.00
679,18,18,19,2,,+00000980.0000,-00094.0000,-000000092120.00
680,3,2,9,3,,+00001043.0000,+00140.0000,+000000146020.00
681,12,14,8,1,,+00000706.0000,+00100.0000,+000000070600.00
682,8,87,16,1,,+00000730.0000,+00130.0000,+000000094900.00
683,19,47,19,3,,+00001287.0000,+00131.0000,+000000168597.00
684,15,15,3,2,,+00001436.0000,+00105.0000,+000000150780.00
685,17,15,3,2,,+00001436.0000,-00105.0000,-000000150780.00
686,16,32,3,1,,+00001475.0000,+00106.0000,+000000156350.00
687,2,96,18,2,,+00001421.0000,+00092.0000,+000000130732.00
688,14,96,18,2,,+00001421.0000,-00092.0000,-000000130732.00
689,1,62,2,3,,+00001140.0000,+00087.0000,+000000099180.00
690,20,104,13,1,,+00000946.0000,+00107.0000,+000000101222.00
691,17,11,17,1,,+00001048.0000,+00079.0000,+000000082792.00
692,10,31,14,1,,+00000978.0000,+00107.0000,+000000104646.00
693,19,24,19,2,,+00001453.0000,+00123.0000,+000000178719.00
694,6,24,19,2,,+00001453.0000,-00123.0000,-000000178719.00
695,11,60,2,1,,+00001074.0000,+00134.0000,+000000143916.00
696,12,25,1,1,,+00001231.0000,+00095.0000,+000000116945.00
697,14,22,20,2,,+00000956.0000,+00057.0000,+000000054492.00
698,13,22,20,2,,+00000956.0000,-00057.0000,-000000054492.00
699,10,65,19,3,,+00000877.0000,+00064.0000,+000000056128.00
700,12,30,8,2,,+00001258.0000,+00134.0000,+000000168572.00
701,7,30,8,2,,+00001258.0000,-00134.0000,-000000168572.00
702,10,82,12,1,,+00001203.0000,+00126.0000,+000000151578.00
703,1,72,14,2,,+00000714.0000,+00114.0000,+000000081396.00
704,4,72,14,2,,+00000714.0000,-00114.0000,-000000081396.00
705,20,11,15,1,,+00001300.0000,+00094.0000,+000000122200.00
706,16,13,15,3,,+00001173.0000,+00077.0000,+000000090321.00
707,12,53,9,1,,+00001118.0000,+00136.0000,+000000152048.00
708,19,102,7,1,,+00001378.0000,+00145.0000,+000000199810.00
709,9,34,13,3,,+00001090.0000,+00136.0000,+000000148240.00
710,4,81,18,3,,+00001400.0000,+00081.0000,+000000113400.00
711,14,45,19,3,,+00000598.0000,+00141.0000,+000000084318.00
712,13,67,17,3,,+00001000.0000,+00147.0000,+000000147000.00
713,2,4,10,3,,+00000893.0000,+00145.0000,+000000129485.00
714,11,15,12,2,,+00000704.0000,+00143.0000,+000000100672.00
715,9,15,12,2,,+00000704.0000,-00143.0000,-000000100672.00
716,18,69,18,2,,+00001425.0000,+00106.0000,+000000151050.00
717,6,69,18,2,,+00001425.0000,-00106.0000,-000000151050.00
718,12,78,19,3,,+00000729.0000,+00129.0000,+000000094041.00
719,17,22,14,3,,+00000845.0000,+00080.0000,+000000067600.00
720,1,56,9,1,,+00001433.0000,+00066.0000,+000000094578.00
721,8,49,10,2,,+00001372.0000,+00138.0000,+000000189336.00
722,10,49,10,2,,+00001372.0000,-00138.0000,-000000189336.00
723,18,32,19,3,,+00001453.0000,+00118.0000,+000000171454.00
724,4,57,11,1,,+00001137.0000,+00057.0000,+000000064809.00
725,18,8,12,2,,+00001004.0000,+00064.0000,+000000064256.00
726,17,8,12,2,,+00001004.0000,-00064.0000,-000000064256.00
727,9,5,8,2,,+00001331.0000,+00058.0000,+000000077198.00
728,12,5,8,2,,+00001331.0000,-00058.0000,-000000077198.00
729,6,55,1,1,,+00001127.0000,+00064.0000,+000000072128.00
730,7,61,15,1,,+00000536.0000,+00068.0000,+000000036448.00
731,5,62,9,3,,+00001336.0000,+00093.0000,+000000124248.00
732,4,8,12,2,,+00001490.0000,+00076.0000,+000000113240.00
733,9,8,12,2,,+00001490.0000,-00076.0000,-000000113240.00
734,12,10,7,2,,+00000719.0000,+00109.0000,+000000078371.00
735,7,10,7,2,,+00000719.0000,-00109.0000,-000000078371.00
736,8,95,2,3,,+00001422.0000,+00058.0000,+000000082476.00
737,4,100,20,2,,+00000753.0000,+00123.0000,+000000092619.00
738,6,100,20,2,,+00000753.0000,-00123.0000,-000000092619.00
739,6,33,9,1,,+00001050.0000,+00092.0000,+000000096600.00
740,6,4,11,3,,+00001495.0000,+00118.0000,+000000176410.00
741,1,33,9,2,,+00001317.0000,+00078.0000,+000000102726.00
742,16,33,9,2,,+00001317.0000,-00078.0000,-000000102726.00
743,19,31,9,1,,+00000789.0000,+00144.0000,+000000113616.00
744,9,88,4,2,,+00000638.0000,+00067.0000,+000000042746.00
745,5,88,4,2,,+00000638.0000,-00067.0000,-000000042746.00
746,11,20,5,1,,+00000892.0000,+00078.0000,+000000069576.00
747,13,74,8,3,,+00001367.0000,+00068.0000,+000000092956.00
748,19,22,16,2,,+00001110.0000,+00125.0000,+000000138750.00
749,11,22,16,2,,+00001110.0000,-00125.0000,-000000138750.00
750,1,51,12,3,,+00000561.0000,+00129.0000,+000000072369.00
751,10,43,20,1,,+00000891.0000,+00137.0000,+000000122067.00
752,9,36,9,2,,+00000925.0000,+00075.0000,+000000069375.00
753,10,36,9,2,,+00000925.0000,-00075.0000,-000000069375.00
754,10,28,20,1,,+00001485.0000,+00106.0000,+000000157410.00
755,19,63,6,2,,+00001226.0000,+00140.0000,+000000171640.00
756,11,63,6,2,,+00001226.0000,-00140.0000,-000000171640.00
757,16,79,19,1,,+00000651.0000,+00127.0000,+000000082677.00
758,14,20,1,2,,+00000628.0000,+00088.0000,+000000055264.00
759,16,20,1,2,,+00000628.0000,-00088.0000,-000000055264.00
760,16,81,9,1,,+00000539.0000,+00058.0000,+000000031262.00
761,4,30,20,1,,+00001148.0000,+00124.0000,+000000142352.00
762,18,43,2,1,,+00001229.0000,+00148.0000,+000000181892.00
763,7,103,20,3,,+00001168.0000,+00140.0000,+000000163520.00
764,8,70,4,1,,+00001126.0000,+00137.0000,+000000154262.00
765,11,45,19,2,,+00000793.0000,+00069.0000,+000000054717.00
766,16,45,19,2,,+00000793.0000,-00069.0000,-000000054717.00
767,10,10,4,1,,+00001426.0000,+00092.0000,+000000131192.00
768,9,12,14,2,,+00000659.0000,+00143.0000,+000000094237.00
769,18,12,14,2,,+00000659.0000,-00143.0000,-000000094237.00
770,19,102,2,1,,+00001443.0000,+00095.0000,+000000137085.00
771,4,82,15,2,,+00001344.0000,+00095.0000,+000000127680.00
772,2,82,15,2,,+00001344.0000,-00095.0000,-000000127680.00
773,10,24,11,2,,+00000854.0000,+00060.0000,+000000051240.00
774,12,24,11,2,,+00000854.0000,-00060.0000,-000000051240.00
775,14,14,14,1,,+00001310.0000,+00070.0000,+000000091700.00
776,11,68,20,2,,+00000713.0000,+00128.0000,+000000091264.00
777,1,68,20,2,,+00000713.0000,-00128.0000,-000000091264.00
778,2,57,16,3,,+00001387.0000,+00115.0000,+000000159505.00
779,17,87,20,2,,+00000648.0000,+00145.0000,+000000093960.00
780,8,87,20,2,,+00000648.0000,-00145.0000,-000000093960.00
781,10,53,6,1,,+00001431.0000,+00082.0000,+000000117342.00
782,20,51,17,3,,+00001185.0000,+00110.0000,+000000130350.00
783,14,16,7,3,,+00000818.0000,+00133.0000,+000000108794.00
784,17,57,20,2,,+00000769.0000,+00097.0000,+000000074593.00
785,19,57,20,2,,+00000769.0000,-00097.0000,-000000074593.00
786,5,65,3,3,,+00000520.0000,+00137.0000,+000000071240.00
787,13,65,3,1,,+00001030.0000,+00061.0000,+000000062830.00
788,9,18,20,1,,+00001094.0000,+00052.0000,+000000056888.00
789,12,71,12,2,,+00000685.0000,+00101.0000,+000000069185.00
790,4,71,12,2,,+00000685.0000,-00101.0000,-000000069185.00
791,12,49,16,3,,+00001212.0000,+00130.0000,+000000157560.00
792,9,52,7,3,,+00001400.0000,+00118.0000,+000000165200.00
793,19,65,10,1,,+00001342.0000,+00143.0000,+000000191906.00
794,4,48,10,3,,+00001229.0000,+00054.0000,+000000066366.00
795,19,15,1,1,,+00000530.0000,+00112.0000,+000000059360.00
796,20,63,8,3,,+00000885.0000,+00102.0000,+000000090270.00
797,17,40,14,1,,+00001027.0000,+00064.0000,+000000065728.00
798,20,77,6,2,,+00000582.0000,+00096.0000,+000000055872.00
799,6,77,6,2,,+00000582.0000,-00096.0000,-000000055872.00
800,1,44,19,1,,+00001032.0000,+00090.0000,+000000092880.00
801,1,94,14,2,,+00000595.0000,+00094.0000,+000000055930.00
802,1,94,14,2,,+00000595.0000,-00094.0000,-000000055930.00
803,20,98,10,3,,+00000523.0000,+00097.0000,+000000050731.00
804,14,48,13,3,,+00000510.0000,+00124.0000,+000000063240.00
805,13,58,2,3,,+00000799.0000,+00095.0000,+000000075905.00
806,10,88,14,3,,+00000947.0000,+00147.0000,+000000139209.00
807,11,47,12,3,,+00001295.0000,+00119.0000,+000000154105.00
808,20,48,3,3,,+00001451.0000,+00120.0000,+000000174120.00
809,20,76,11,1,,+00001216.0000,+00083.0000,+000000100928.00
810,14,72,5,3,,+00001344.0000,+00087.0000,+000000116928.00
811,15,55,4,1,,+00000547.0000,+00089.0000,+000000048683.00
812,20,57,5,1,,+00000604.0000,+00070.0000,+000000042280.00
813,3,58,8,3,,+00000964.0000,+00109.0000,+000000105076.00
814,7,74,12,1,,+00000714.0000,+00068.0000,+000000048552.00
815,8,29,20,3,,+00001047.0000,+00093.0000,+000000097371.00
816,14,29,1,1,,+00001002.0000,+00141.0000,+000000141282.00
817,20,42,17,2,,+00001266.0000,+00103.0000,+000000130398.00
818,9,42,17,2,,+00001266.0000,-00103.0000,-000000130398.00
819,12,43,9,2,,+00001329.0000,+00141.0000,+000000187389.00
820,12,43,9,2,,+00001329.0000,-00141.0000,-000000187389.00
821,18,26,9,1,,+00000604.0000,+00064.0000,+000000038656.00
822,11,80,20,2,,+00001281.0000,+00105.0000,+000000134505.00
823,10,80,20,2,,+00001281.0000,-00105.0000,-000000134505.00
824,4,104,2,1,,+00001427.0000,+00144.0000,+000000205488.00
825,20,5,20,3,,+00000991.0000,+00067.0000,+000000066397.00
826,14,73,6,1,,+00001171.0000,+00090.0000,+000000105390.00
827,12,70,9,2,,+00001239.0000,+00138.0000,+000000170982.00
828,4,70,9,2,,+00001239.0000,-00138.0000,-000000170982.00
829,13,83,7,1,,+00001216.0000,+00137.0000,+000000166592.00
830,4,3,7,2,,+00001045.0000,+00132.0000,+000000137940.00
831,20,3,7,2,,+00001045.0000,-00132.0000,-000000137940.00
832,10,93,13,3,,+00001463.0000,+00119.0000,+000000174097.00
833,6,28,3,2,,+00000802.0000,+00136.0000,+000000109072.00
834,13,28,3,2,,+00000802.0000,-00136.0000,-000000109072.00
835,4,32,8,1,,+00001028.0000,+00125.0000,+000000128500.00
836,2,21,10,3,,+00001426.0000,+00054.0000,+000000077004.00
837,20,33,7,2,,+00001218.0000,+00088.0000,+000000107184.00
838,5,33,7,2,,+00001218.0000,-00088.0000,-000000107184.00
839,19,100,18,3,,+00000698.0000,+00125.0000,+000000087250.00
840,5,31,17,1,,+00000950.0000,+00090.0000,+000000085500.00
841,3,35,16,3,,+00000564.0000,+00057.0000,+000000032148.00
842,5,48,15,1,,+00000980.0000,+00101.0000,+000000098980.00
843,11,33,4,1,,+00000839.0000,+00095.0000,+000000079705.00
844,3,61,13,1,,+00001258.0000,+00105.0000,+000000132090.00
845,1,85,10,1,,+00001314.0000,+00077.0000,+000000101178.00
846,18,15,17,2,,+00001364.0000,+00066.0000,+000000090024.00
847,8,15,17,2,,+00001364.0000,-00066.0000,-000000090024.00
848,5,98,12,3,,+00000566.0000,+00146.0000,+000000082636.00
849,1,62,12,3,,+00001185.0000,+00118.0000,+000000139830.00
850,7,67,13,3,,+00001357.0000,+00143.0000,+000000194051.00
851,15,95,4,1,,+00001027.0000,+00083.0000,+000000085241.00
852,1,68,6,2,,+00001492.0000,+00070.0000,+000000104440.00
853,11,68,6,2,,+00001492.0000,-00070.0000,-000000104440.00
854,1,15,4,3,,+00000809.0000,+00097.0000,+000000078473.00
855,2,53,12,3,,+00000692.0000,+00111.0000,+000000076812.00
856,11,33,9,1,,+00001183.0000,+00079.0000,+000000093457.00
857,12,102,6,1,,+00000595.0000,+00149.0000,+000000088655.00
858,13,99,9,3,,+00000910.0000,+00068.0000,+000000061880.00
859,20,49,2,3,,+00000542.0000,+00079.0000,+000000042818.00
860,2,13,12,1,,+00001214.0000,+00088.0000,+000000106832.00
861,14,32,2,3,,+00001462.0000,+00068.0000,+000000099416.00
862,4,55,15,2,,+00000871.0000,+00064.0000,+000000055744.00
863,20,55,15,2,,+00000871.0000,-00064.0000,-000000055744.00
864,6,4,13,3,,+00001368.0000,+00063.0000,+000000086184.00
865,13,21,18,2,,+00001383.0000,+00092.0000,+000000127236.00
866,19,21,18,2,,+00001383.0000,-00092.0000,-000000127236.00
867,13,67,3,1,,+00000916.0000,+00054.0000,+000000049464.00
868,10,95,10,3,,+00000770.0000,+00092.0000,+000000070840.00
869,2,88,1,1,,+00001331.0000,+00062.0000,+000000082522.00
870,4,76,12,1,,+00001045.0000,+00111.0000,+000000115995.00
871,9,92,7,3,,+00001070.0000,+00148.0000,+000000158360.00
872,9,12,8,1,,+00000820.0000,+00132.0000,+000000108240.00
873,16,34,19,1,,+00000872.0000,+00110.0000,+000000095920.00
874,2,104,5,2,,+00001445.0000,+00096.0000,+000000138720.00
875,4,104,5,2,,+00001445.0000,-00096.0000,-000000138720.00
876,15,61,8,3,,+00000540.0000,+00102.0000,+000000055080.00
877,14,30,2,2,,+00000838.0000,+00101.0000,+000000084638.00
878,12,30,2,2,,+00000838.0000,-00101.0000,-000000084638.00
879,13,47,8,3,,+00001372.0000,+00059.0000,+000000080948.00
880,4,75,11,2,,+00000925.0000,+00075.0000,+000000069375.00
881,10,75,11,2,,+00000925.0000,-00075.0000,-000000069375.00
882,16,97,4,2,,+00000638.0000,+00092.0000,+000000058696.00
883,4,97,4,2,,+00000638.0000,-00092.0000,-000000058696.00
884,13,54,8,2,,+00000751.0000,+00067.0000,+000000050317.00
885,19,54,8,2,,+00000751.0000,-00067.0000,-000000050317.00
886,16,68,20,1,,+00001182.0000,+00121.0000,+000000143022.00
887,9,27,17,1,,+00000779.0000,+00147.0000,+000000114513.00
888,14,97,11,1,,+00000942.0000,+00121.0000,+000000113982.00
889,12,61,11,3,,+00000956.0000,+00086.0000,+000000082216.00
890,18,89,12,2,,+00000835.0000,+00115.0000,+000000096025.00
891,20,89,12,2,,+00000835.0000,-00115.0000,-000000096025.00
892,5,98,1,1,,+00001184.0000,+00119.0000,+000000140896.00
893,13,72,4,2,,+00001193.0000,+00130.0000,+000000155090.00
894,18,72,4,2,,+00001193.0000,-00130.0000,-000000155090.00
895,16,21,1,1,,+00001305.0000,+00095.0000,+000000123975.00
896,13,42,18,1,,+00001286.0000,+00055.0000,+000000070730.00
897,10,83,5,3,,+00001238.0000,+00128.0000,+000000158464.00
898,15,67,1,1,,+00000684.0000,+00069.0000,+000000047196.00
899,1,55,6,2,,+00000866.0000,+00083.0000,+000000071878.00
